topic,course_id,title,url,thumbnail,instructor,instructor_photo,num_lectures,subscribers,price,currency,duration,rating,description
Python,2776760,100 Days of Code: The Complete Python Pro Bootcamp,https://www.udemy.com/course/100-days-of-code/,https://img-c.udemycdn.com/course/480x270/2776760_f176_10.jpg,"Dr. Angela Yu, Developer and Lead Instructor",https://img-c.udemycdn.com/user/100x100/31334738_a13c_3.jpg,592,1509181,$74.99,USD,56.5 total hours,4.7044106,"Master Python by building 100 projects in 100 days. Learn data science, automation, build websites, games and apps!"
Python,567828,The Complete Python Bootcamp From Zero to Hero in Python,https://www.udemy.com/course/complete-python-bootcamp/,https://img-c.udemycdn.com/course/480x270/567828_67d0.jpg,Jose Portilla,https://img-c.udemycdn.com/user/100x100/9685726_67e7_4.jpg,156,2017431,$74.99,USD,22 total hours,4.5843115,Learn Python like a Professional  Start from the basics and go all the way to creating your own applications and games
Python,692188,"Python Mega Course: Learn Python in 60 Days, Build 20 Apps",https://www.udemy.com/course/the-python-mega-course/,https://img-c.udemycdn.com/course/480x270/692188_9da7_34.jpg,Ardit Sulce,https://img-c.udemycdn.com/user/100x100/717783_3157_8.jpg,459,338778,$74.99,USD,52.5 total hours,4.6029797,Learn Python from zero to advanced by building real programs to gain the skills needed to land an entry-level job.
Python,4398404,Learn Python Programming - Beginner to Master,https://www.udemy.com/course/learn-python-with-abdul-bari/,https://img-c.udemycdn.com/course/480x270/4398404_2f8f_2.jpg,Abdul Bari,https://img-c.udemycdn.com/user/100x100/27878376_ce40_3.jpg,352,37122,$54.99,USD,57 total hours,4.6122603,Become a Python Expert. for Both Academics and Industry.  100+ Challenges
Python,2473048,The Complete Python Developer,https://www.udemy.com/course/complete-python-developer-zero-to-mastery/,https://img-c.udemycdn.com/course/480x270/2473048_8255_5.jpg,Andrei Neagoie,https://img-c.udemycdn.com/user/100x100/38516954_b11c_3.jpg,345,226685,$74.99,USD,31 total hours,4.6094317,"How to become a Python 3 Developer and get hired! Build 12+ projects, learn Web Development, Machine Learning + more!"
Python,6120747,Complete Python With DSA Bootcamp + LEETCODE Exercises,https://www.udemy.com/course/complete-python-dsa-bootcamp/,https://img-c.udemycdn.com/course/480x270/6120747_5232_2.jpg,Krish Naik,https://img-c.udemycdn.com/user/100x100/34123448_bea6.jpg,258,16093,$44.99,USD,61 total hours,4.545679,Master Python and Data Structures with Hands-on Projects and Coding Challenges for Tech Interviews and Beyond!
Python,629302,Learn Python Programming Masterclass,https://www.udemy.com/course/python-the-complete-python-developer-course/,https://img-c.udemycdn.com/course/480x270/629302_8a2d_2.jpg,Tim Buchalka,https://img-c.udemycdn.com/user/100x100/599932_71aa_5.jpg,482,432429,$74.99,USD,61.5 total hours,4.5961537,This Python For Beginners Course Teaches You The Python Language  Fast.  Includes Python Online Training With Python 3
Python,919038,The Ultimate Python Masterclass: Build 24 Python Projects,https://www.udemy.com/course/python-masterclass-course/,https://img-c.udemycdn.com/course/480x270/919038_3ae1_15.jpg,Ashutosh Pawar,https://img-c.udemycdn.com/user/100x100/18558450_3457_6.jpg,778,33070,$74.99,USD,80.5 total hours,4.6125,"Python course for beginners, Learn Python,Data Analysis, PyQt6, Django, Flask, OpenCV, Python Projects and a lot more."
Python,5686690,Python Course: Basics to Advanced 2025,https://www.udemy.com/course/complete-python-course-from-basics-to-advanced-2024/,https://img-c.udemycdn.com/course/480x270/5686690_04fe.jpg,Programming Hub: 40 million+ global students,https://img-c.udemycdn.com/user/100x100/225034806_bff9_10.jpg,271,6345,$19.99,USD,31.5 total hours,4.49,"Build Python Advanced Skills from Scratch: Real Projects in Data Science, Automation, and Development for All Levels"
Python,5007558,Python 3: Fundamentals,https://www.udemy.com/course/python3-fundamentals/,https://img-c.udemycdn.com/course/480x270/5007558_7f4c_2.jpg,Dr. Fred Baptiste,https://img-c.udemycdn.com/user/100x100/456740_4d23_3.jpg,286,19978,$59.99,USD,48.5 total hours,4.658759,Learn Python the right way!
Python,2824319,Automate Everything with Python,https://www.udemy.com/course/automate-everything-with-python/,https://img-c.udemycdn.com/course/480x270/2824319_c32e_20.jpg,Ardit Sulce,https://img-c.udemycdn.com/user/100x100/717783_3157_8.jpg,185,41943,$59.99,USD,20.5 total hours,4.5709677,"Learn to build APIs, automate emails, web scraping, chatbots, RegEx, NLP, SQL, GUIs, schedule tasks, and more in Python!"
Python,3626932,Python PCEP: Become Certified Entry-Level Python Programmer,https://www.udemy.com/course/python-pcep/,https://img-c.udemycdn.com/course/480x270/3626932_73ed_9.jpg,Adrian Wiech,https://img-c.udemycdn.com/user/100x100/29224488_78cd_6.jpg,74,38814,$84.99,USD,4 total hours,4.63831,Learn Python from scratch and pass the PCEP exam (Certified Entry-Level Python Programmer)
Python,1547268,The Complete Python Course | Learn Python by Doing in 2025,https://www.udemy.com/course/the-complete-python-course/,https://img-c.udemycdn.com/course/480x270/1547268_1b84_3.jpg,Codestars • over 2 million students worldwide!,https://img-c.udemycdn.com/user/100x100/33231436_2824_3.jpg,345,94026,$74.99,USD,35.5 total hours,4.596354,Go from Beginner to Expert in Python by building projects. The best investment for your Python journey!
Python,836376,Python for Absolute Beginners,https://www.udemy.com/course/python-for-absolute-beginners-u/,https://img-c.udemycdn.com/course/480x270/836376_8b97_4.jpg,Green Chameleon Learning,https://img-c.udemycdn.com/user/100x100/22313626_0663_2.jpg,112,277196,$99.99,USD,4.5 total hours,4.54198,Learn Python programming from scratch with hands-on exercises in this Python course!
Python,1213952,Python 3: Deep Dive (Part 1 - Functional),https://www.udemy.com/course/python-3-deep-dive-part-1/,https://img-c.udemycdn.com/course/480x270/1213952_e17d_2.jpg,Dr. Fred Baptiste,https://img-c.udemycdn.com/user/100x100/456740_4d23_3.jpg,161,65028,$74.99,USD,46 total hours,4.8139534,"Variables, Functions and Functional Programming, Closures, Decorators, Modules and Packages"
Python,3527580,Complete Python Bootcamp For Everyone From Zero to Hero 2025,https://www.udemy.com/course/python-foreveryone/,https://img-c.udemycdn.com/course/480x270/3527580_806b_3.jpg,Elshad Karimov,https://img-c.udemycdn.com/user/100x100/31517360_e260.jpg,674,25778,$59.99,USD,89.5 total hours,4.431818,"Master Python Programming by building 100+ REAL PROJECTS . Learn OOP, Automation,GUI,REST and more to create your APPs."
Python,5414974,[NEW] Python Bootcamp: Beginner to Master Programming,https://www.udemy.com/course/python-programming-for-beginners-with-exercises/,https://img-c.udemycdn.com/course/480x270/5414974_e415.jpg,in28Minutes Official,https://img-c.udemycdn.com/user/100x100/13363166_a747.jpg,250,10686,$54.99,USD,21.5 total hours,4.5927672,"Beginner to Python Programming? Get FREE access to 200+ Python Programming Labs for Learning, Practice and Interview."
Python,903744,Python for Data Science and Machine Learning Bootcamp,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,https://img-c.udemycdn.com/course/480x270/903744_8eb2.jpg,Jose Portilla,https://img-c.udemycdn.com/user/100x100/9685726_67e7_4.jpg,165,753622,$99.99,USD,25 total hours,4.5894885,"Learn how to use NumPy, Pandas, Seaborn , Matplotlib , Plotly , Scikit-Learn , Machine Learning, Tensorflow , and more!"
Python,1647776,"Python 3: Deep Dive (Part 2 - Iterators, Generators)",https://www.udemy.com/course/python-3-deep-dive-part-2/,https://img-c.udemycdn.com/course/480x270/1647776_226e_2.jpg,Dr. Fred Baptiste,https://img-c.udemycdn.com/user/100x100/456740_4d23_3.jpg,142,36545,$74.99,USD,36 total hours,4.8943663,"Sequences, Iterables, Iterators, Generators, Context Managers"
Python,1471348,Learn to Code with Python,https://www.udemy.com/course/learn-to-code-with-python/,https://img-c.udemycdn.com/course/480x270/1471348_791a_2.jpg,Boris Paskhaver,https://img-c.udemycdn.com/user/100x100/7947666_5e30_4.jpg,412,75538,$74.99,USD,58 total hours,4.645161,The complete Python bootcamp for 2024. Learn Python 3 from beginner to expert. Build complete Python applications.
Python,2400176,Python For Everybody : Learn Python Programming MADE EASY,https://www.udemy.com/course/python-programming-tutorial-a-z/,https://img-c.udemycdn.com/course/480x270/2400176_440b_5.jpg,Cher Hin Chong,https://img-c.udemycdn.com/user/100x100/66466194_a7de_2.jpg,49,38787,$39.99,USD,5 total hours,4.8932905,Python Programming for Beginners. Learn Python for Data Science. Learn Web Development Python / Machine Learning Python.
Python,1350984,The Modern Python 3 Bootcamp,https://www.udemy.com/course/the-modern-python3-bootcamp/,https://img-c.udemycdn.com/course/480x270/1350984_2355_6.jpg,Colt Steele,https://img-c.udemycdn.com/user/100x100/4466306_6fd8_3.jpg,376,120538,$89.99,USD,30 total hours,4.719262,A Unique Interactive Python Experience With Nearly 200 Exercises and Quizzes
Python,1386294,Python for beginners,https://www.udemy.com/course/python-core-and-advanced/,https://img-c.udemycdn.com/course/480x270/1386294_cf10_3.jpg,Bharath Thippireddy,https://img-c.udemycdn.com/user/100x100/8735380_e11b_4.jpg,342,262407,$74.99,USD,16 total hours,4.4621515,Master the fundamentals of Python while working on various usecases in easy steps
Python,1909030,"Python Bootcamp: Learn, Code, Build",https://www.udemy.com/course/pythontutorial/,https://img-c.udemycdn.com/course/480x270/1909030_9246_11.jpg,"Mihai Catalin Teodosiu • 100,000+ Students Worldwide",https://img-c.udemycdn.com/user/100x100/5695772_13ae_6.jpg,587,30081,$74.99,USD,38.5 total hours,4.28,"Learn Python from SCRATCH and automate Excel, Databases, Testing, Networking or Data Analysis. Full Python apps inside!"
Python,4094340,Python Data Structures & Algorithms + LEETCODE Exercises,https://www.udemy.com/course/data-structures-algorithms-python/,https://img-c.udemycdn.com/course/480x270/4094340_0609_17.jpg,Scott Barrett,https://img-c.udemycdn.com/user/100x100/84263376_7b7d_36.jpg,125,80005,$59.99,USD,9.5 total hours,4.6759343,DSA for Cracking the Coding Interview. Animated Examples for Faster Learning and Deeper Understanding.
Python,4898996,The Complete Guide To Mastering Python In 2024,https://www.udemy.com/course/the-complete-guide-to-mastering-modern-python/,https://img-c.udemycdn.com/course/480x270/4898996_e73f_24.jpg,Federico Azzurro,https://img-c.udemycdn.com/user/100x100/210013870_e838_13.jpg,172,6124,$59.99,USD,16 total hours,4.6410255,A modern & essential guide to mastering the Python programming language in 2024
Python,2296484,Python 3: Deep Dive (Part 4 - OOP),https://www.udemy.com/course/python-3-deep-dive-part-4/,https://img-c.udemycdn.com/course/480x270/2296484_a3ca_2.jpg,Dr. Fred Baptiste,https://img-c.udemycdn.com/user/100x100/456740_4d23_3.jpg,166,35107,$74.99,USD,36.5 total hours,4.7992125,Python Object Oriented Programming (OOP)
Python,4455934,One Week Python,https://www.udemy.com/course/one-week-python/,https://img-c.udemycdn.com/course/480x270/4455934_9d4f.jpg,Colt Steele,https://img-c.udemycdn.com/user/100x100/4466306_6fd8_3.jpg,190,23620,$59.99,USD,14.5 total hours,4.7275944,"A Quick and Effective Way To Learn Python, Made For Busy People"
Python,6112535,The AI Engineer Course 2025: Complete AI Engineer Bootcamp,https://www.udemy.com/course/the-ai-engineer-course-complete-ai-engineer-bootcamp/,https://img-c.udemycdn.com/course/480x270/6112535_7103.jpg,365 Careers,https://img-c.udemycdn.com/user/100x100/8280056_7887_3.jpg,367,16141,$44.99,USD,24.5 total hours,4.599774,"Complete AI Engineer Training: Python, NLP, Transformers, LLMs, LangChain, Hugging Face, APIs"
Python,1754098,The Data Science Course: Complete Data Science Bootcamp 2025,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,https://img-c.udemycdn.com/course/480x270/1754098_e0df_3.jpg,365 Careers,https://img-c.udemycdn.com/user/100x100/8280056_7887_3.jpg,523,741995,$74.99,USD,32 total hours,4.586703,"Complete Data Science Training: Math, Statistics, Python, Advanced Statistics in Python, Machine and Deep Learning"
Python,5638250,Python: The Professional Guide For Beginners (2025 Edition),https://www.udemy.com/course/professional-python-guide/,https://img-c.udemycdn.com/course/480x270/5638250_326b_6.jpg,Federico Azzurro,https://img-c.udemycdn.com/user/100x100/210013870_e838_13.jpg,135,3631,$54.99,USD,11.5 total hours,4.6569343,The professional Python guide for beginners in 2025
Python,397068,Selenium Webdriver with PYTHON from Scratch + Frameworks,https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,https://img-c.udemycdn.com/course/480x270/397068_f67e_8.jpg,Rahul Shetty,https://img-c.udemycdn.com/user/100x100/5997742_a60f_52.jpg,129,105547,$74.99,USD,17.5 total hours,4.574388,Version 4 LATEST -Learn Python Programming & Selenium Python Automation from Basics to Advanced level + 5 LIVE Project
Python,4007942,Python Programming for the Total Beginner,https://www.udemy.com/course/python-programming-for-the-total-beginner/,https://img-c.udemycdn.com/course/480x270/4007942_a437_5.jpg,James Clare,https://img-c.udemycdn.com/user/100x100/155525696_3ae6.jpg,92,2818,$49.99,USD,16.5 total hours,4.631579,"A Hands-On Python Masterclass, With Real Life Examples, Coding Exercises, Quizzes, and Reference Code!"
Python,950390,"Machine Learning A-Z: AI, Python & R + ChatGPT Prize [2025]",https://www.udemy.com/course/machinelearning/,https://img-c.udemycdn.com/course/480x270/950390_270f_3.jpg,Kirill Eremenko,https://img-c.udemycdn.com/user/100x100/2364054_83cd_5.jpg,385,1118201,$89.99,USD,42.5 total hours,4.506044,Learn to create Machine Learning Algorithms in Python and R from two Data Science experts. Code templates included.
Python,4580634,Total Python: You Can Master Python Programming in 16 Days,https://www.udemy.com/course/total-python/,https://img-c.udemycdn.com/course/480x270/4580634_5d6c_2.jpg,Federico Garay,https://img-c.udemycdn.com/user/100x100/11005030_e724_9.jpg,227,29175,$59.99,USD,26.5 total hours,4.6216216,"Become a Python Developer. 16 Python Projects. 160 Python Programming Practices. Machine Learning, Data Science, Django+"
Python,4013524,Master Time Series Analysis and Forecasting with Python 2025,https://www.udemy.com/course/forecasting-python/,https://img-c.udemycdn.com/course/480x270/4013524_4869_2.jpg,Diogo Alves de Resende,https://img-c.udemycdn.com/user/100x100/29604514_1fa6_3.jpg,330,7535,$64.99,USD,35.5 total hours,4.7421875,"Time Series with Deep Learning (LSTM, TFT, N-BEATS), GenAI (Amazon Chronos), Prophet, Silverkite, ARIMA. Demand Forecast"
Python,5910162,Learn Python by Doing with 100 Projects,https://www.udemy.com/course/learn-python-by-doing-with-100-projects/,https://img-c.udemycdn.com/course/480x270/5910162_1f4a_4.jpg,Ardit Sulce,https://img-c.udemycdn.com/user/100x100/717783_3157_8.jpg,152,2541,$44.99,USD,12.5 total hours,4.6,The perfect course to take after learning the basics. Build 50 Python apps with the instructor + 50 student projects.
Python,5308436,30 Great Python Projects To Help You Master It In 2025,https://www.udemy.com/course/great-python-projects/,https://img-c.udemycdn.com/course/480x270/5308436_3d55_13.jpg,Federico Azzurro,https://img-c.udemycdn.com/user/100x100/210013870_e838_13.jpg,43,7846,$54.99,USD,6.5 total hours,4.54,30 Great Python Projects To Help You Master It In 2025
Python,4397644,2025 Python Data Analysis & Visualization Masterclass,https://www.udemy.com/course/python-data-analysis-visualization/,https://img-c.udemycdn.com/course/480x270/4397644_1725_3.jpg,Colt Steele,https://img-c.udemycdn.com/user/100x100/4466306_6fd8_3.jpg,202,25806,$59.99,USD,20.5 total hours,4.625,"Pandas, Matplotlib, Seaborn, & More! Analyze Dozens of Datasets & Create Stunning Visualizations"
Python,4221858,A deep understanding of deep learning (with Python intro),https://www.udemy.com/course/deeplearning_x/,https://img-c.udemycdn.com/course/480x270/4221858_0d53_3.jpg,Mike X Cohen,https://img-c.udemycdn.com/user/100x100/37969484_bca7_9.jpg,265,40803,$59.99,USD,57.5 total hours,4.76776,"Master deep learning in PyTorch using an experimental scientific approach, with lots of examples and practice problems."
Python,6074041,Complete Data Analyst Bootcamp From Basics To Advanced,https://www.udemy.com/course/complete-data-analyst-bootcamp-from-basics-to-advanced/,https://img-c.udemycdn.com/course/480x270/6074041_36f4_3.jpg,Krish Naik,https://img-c.udemycdn.com/user/100x100/34123448_bea6.jpg,407,23402,$34.99,USD,71.5 total hours,4.54693,"Master Data Analysis: Python, Statistics, EDA, Feature Engineering, Power BI, and SQL Server,Snowflake,AWS"
Python,5622652,Master Python for Data Handling [2025],https://www.udemy.com/course/master-python-for-data-handling/,https://img-c.udemycdn.com/course/480x270/5622652_3977_3.jpg,Henrik Johansson,https://img-c.udemycdn.com/user/100x100/223411184_199f_2.jpg,26,926,$19.99,USD,12 total hours,5.0,Learn to master the Python programming language and how to use Python for advanced Data Handling
Python,3397326,Make 20 Advanced Level Applications in Python,https://www.udemy.com/course/make-20-advanced-level-applications-in-python/,https://img-c.udemycdn.com/course/480x270/3397326_7cea.jpg,Python School,https://img-c.udemycdn.com/user/100x100/37637442_d039.jpg,146,3657,$54.99,USD,23 total hours,4.86,Learn to make real time Applications in Python using Machine Learning Models and Advance Level concepts.
Python,2511476,"Complete A.I. & Machine Learning, Data Science Bootcamp",https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,https://img-c.udemycdn.com/course/480x270/2511476_4e38_5.jpg,Andrei Neagoie,https://img-c.udemycdn.com/user/100x100/38516954_b11c_3.jpg,384,139314,$74.99,USD,44 total hours,4.5920067,"Learn Data Science, Data Analysis, Machine Learning (Artificial Intelligence) and Python with Tensorflow, Pandas & more!"
Python,4780158,Python Data Analysis: NumPy & Pandas Masterclass,https://www.udemy.com/course/python-pandas/,https://img-c.udemycdn.com/course/480x270/4780158_5d17.jpg,Maven Analytics,https://img-c.udemycdn.com/user/100x100/75004102_f8b0_2.jpg,216,17291,$59.99,USD,13.5 total hours,4.6815066,"Learn NumPy + Pandas for data analysis, data science & business intelligence, w/ a top Python data science instructor!"
Python,2769460,Python for Machine Learning & Data Science Masterclass,https://www.udemy.com/course/python-for-machine-learning-data-science-masterclass/,https://img-c.udemycdn.com/course/480x270/2769460_e60c.jpg,Jose Portilla,https://img-c.udemycdn.com/user/100x100/9685726_67e7_4.jpg,231,118661,$74.99,USD,44 total hours,4.627087,"Learn about Data Science and Machine Learning with Python! Including Numpy, Pandas, Matplotlib, Scikit-Learn and more!"
Python,5218530,Learn Python by creating 10 apps with tkinter,https://www.udemy.com/course/learn-python-by-creating-10-apps/,https://img-c.udemycdn.com/course/480x270/5218530_afd1_3.jpg,Christian Koch,https://img-c.udemycdn.com/user/100x100/128051766_bd9a.jpg,183,5314,$59.99,USD,41 total hours,4.69,Master GUI development and Python by creating desktop applications
Python,2563788,Intermediate to Advanced Python with 10 OOP Projects,https://www.udemy.com/course/the-python-pro-course/,https://img-c.udemycdn.com/course/480x270/2563788_0ef3_34.jpg,Ardit Sulce,https://img-c.udemycdn.com/user/100x100/717783_3157_8.jpg,239,37399,$74.99,USD,23.5 total hours,4.391892,"Everything you need to know to become an expert in Python including OOP, Git, APIs, databases, deployment, PEP8 and more"
Python,3439724,Master Python programming by solving scientific projects,https://www.udemy.com/course/python-scientific-x/,https://img-c.udemycdn.com/course/480x270/3439724_261a_2.jpg,Mike X Cohen,https://img-c.udemycdn.com/user/100x100/37969484_bca7_9.jpg,175,12722,$74.99,USD,37 total hours,4.69,Learn scientific coding in Python from a warm-blooded scientist. Each video includes hands-on solved practice problems!
Python,2668194,Python for Absolute Beginners | Python Beginner to Pro,https://www.udemy.com/course/the-complete-python-programmer-bootcamp/,https://img-c.udemycdn.com/course/480x270/2668194_f343_11.jpg,365 Careers,https://img-c.udemycdn.com/user/100x100/8280056_7887_3.jpg,177,25261,$74.99,USD,14 total hours,4.6477275,Beginner friendly Python! Become a fluent Python programmer Learn the Python basics then build inspiring Python projects
Python,543600,Automate the Boring Stuff with Python Programming,https://www.udemy.com/course/automate/,https://img-c.udemycdn.com/course/480x270/543600_64d1_4.jpg,Al Sweigart,https://img-c.udemycdn.com/user/100x100/13922584_4ff5_3.jpg,51,1140768,$74.99,USD,9.5 total hours,4.6365714,"A practical programming course for office workers, academics, and administrators who want to improve their productivity."
Python,903378,The Python Bible™ | Everything You Need to Program in Python,https://www.udemy.com/course/the-python-bible/,https://img-c.udemycdn.com/course/480x270/903378_f32d_7.jpg,Ziyad Yehia,https://img-c.udemycdn.com/user/100x100/10444866_d31e_7.jpg,74,180503,$74.99,USD,9 total hours,4.597363,Build 11 Projects and go from Beginner to Pro in Python with the World's Most Fun Project-Based Python Course!
Python,4015616,Python Django - The Practical Guide,https://www.udemy.com/course/python-django-the-practical-guide/,https://img-c.udemycdn.com/course/480x270/4015616_32a9_2.jpg,Academind by Maximilian Schwarzmüller,https://img-c.udemycdn.com/user/100x100/31926668_94e7_6.jpg,257,53434,$74.99,USD,23 total hours,4.642578,Learn how to build web applications and websites with Python and the Django framework
Python,3044474,The Complete Python Developer Certification Course,https://www.udemy.com/course/the-complete-python-developer-certification-course/,https://img-c.udemycdn.com/course/480x270/3044474_be58_3.jpg,Job Ready Programmer,https://img-c.udemycdn.com/user/100x100/7315098_7c17_3.jpg,65,22105,$84.99,USD,12 total hours,4.5917873,Master Python and pass the PCEP-30-01 and the PCAP-31-02 Exams and become an industry ready python developer!
Python,4826478,Python PCAP: Pass Certified Associate in Python Programming,https://www.udemy.com/course/python-pcap/,https://img-c.udemycdn.com/course/480x270/4826478_e3d6_7.jpg,Adrian Wiech,https://img-c.udemycdn.com/user/100x100/29224488_78cd_6.jpg,77,14269,$59.99,USD,5.5 total hours,4.6666665,Take your basic Python to the next level and pass the PCAP exam (Associate level)
Python,6342521,Data Science & AI Masters 2025 - From Python To Gen AI,https://www.udemy.com/course/data-science-ai-masters-from-python-to-gen-ai/,https://img-c.udemycdn.com/course/480x270/6342521_3968_2.jpg,Satyajit Pattnaik,https://img-c.udemycdn.com/user/100x100/174695870_71f7.jpg,449,1284,$34.99,USD,82.5 total hours,4.8103447,"Master Data Science and AI: Learn Python, EDA, Stats, SQL, Machine Learning, NLP, Deep Learning and Gen AI"
Python,2538582,Python Programming Bootcamp,https://www.udemy.com/course/ultimate-python-tutorial/,https://img-c.udemycdn.com/course/480x270/2538582_65d7_5.jpg,Derek Banas,https://img-c.udemycdn.com/user/100x100/78161456_5373_2.jpg,222,23890,$74.99,USD,61.5 total hours,4.7,A Complete Python Course Focused on Problem Solving that will Expand into All Python Can Do
Python,4355412,FastAPI - The Complete Course 2025 (Beginner + Advanced),https://www.udemy.com/course/fastapi-the-complete-course/,https://img-c.udemycdn.com/course/480x270/4355412_2065_7.jpg,Eric Roby,https://img-c.udemycdn.com/user/100x100/8770618_3cac_6.jpg,241,41687,$59.99,USD,21.5 total hours,4.6316104,"Dive in and learn FastAPI from scratch! Learn FastAPI, RESTful APIs using Python, SQLAlchemy, OAuth, JWT and way more!"
Python,2014820,Master Python Programming in 2025: Zero to Expert in Python,https://www.udemy.com/course/master-python-programming-complete-python-bootcamp/,https://img-c.udemycdn.com/course/480x270/2014820_0b35_24.jpg,Andrei Dumitrescu,https://img-c.udemycdn.com/user/100x100/50683248_c905_15.jpg,390,20180,$74.99,USD,28 total hours,4.401961,"Master Python programming from scratch with 100% hands-on projects. Learn in-demand technologies: AI, LLMs, Data Science"
Python,3570337,The Data Analyst Course: Complete Data Analyst Bootcamp,https://www.udemy.com/course/the-data-analyst-course-complete-data-analyst-bootcamp/,https://img-c.udemycdn.com/course/480x270/3570337_9b02_6.jpg,365 Careers,https://img-c.udemycdn.com/user/100x100/8280056_7887_3.jpg,282,147163,$89.99,USD,21.5 total hours,4.505739,"Complete Data Analyst Training: Python, NumPy, Pandas, Data Collection, Preprocessing, Data Types, Data Visualization"
Python,4471124,Python for Data Analysis & Visualization,https://www.udemy.com/course/python-for-data-analysis-visualization/,https://img-c.udemycdn.com/course/480x270/4471124_5be0_14.jpg,Malvik Vaghadia,https://img-c.udemycdn.com/user/100x100/56258248_ef33_3.jpg,111,37042,$59.99,USD,10 total hours,4.5314465,"Master the main data analysis and visualization libraries in Python: Numpy, Pandas, Matplotlib, Seaborn, Plotly + more"
Python,5457418,Python Data Science: Data Prep & EDA with Python,https://www.udemy.com/course/data-science-in-python-data-prep-eda/,https://img-c.udemycdn.com/course/480x270/5457418_5f1f_2.jpg,Maven Analytics,https://img-c.udemycdn.com/user/100x100/75004102_f8b0_2.jpg,180,7011,$59.99,USD,8.5 total hours,4.803571,"Learn Python + Pandas for data cleaning, profiling & EDA, and prep data for machine learning & data science with Python"
Python,1871636,Complete Python Programming Masterclass Beginner to Advanced,https://www.udemy.com/course/complete-python-programming-masterclass-beginner-to-advanced/,https://img-c.udemycdn.com/course/480x270/1871636_2c32_2.jpg,Kyle Pew,https://img-c.udemycdn.com/user/100x100/16649710_ee35_3.jpg,109,31001,$74.99,USD,7 total hours,4.584291,Learn to Program like a Pro with Python. Start with Python Programming Basics and progress to a Python Professional.
Python,3848374,"Data Engineering for Beginners: Learn SQL, Python & Spark",https://www.udemy.com/course/data-engineering-essentials-sql-python-and-spark/,https://img-c.udemycdn.com/course/480x270/3848374_37ff_2.jpg,Durga Viswanatha Raju Gadiraju,https://img-c.udemycdn.com/user/100x100/22663786_5bf9.jpg,623,88207,$74.99,USD,56 total hours,4.4832153,"Master SQL, Python, and Apache Spark (PySpark) with Hands-On Projects using Databricks on Google Cloud"
Python,4616694,Python for Data Analysis & Business Intelligence,https://www.udemy.com/course/python-foundations-for-data-analysis/,https://img-c.udemycdn.com/course/480x270/4616694_f947_4.jpg,Maven Analytics,https://img-c.udemycdn.com/user/100x100/75004102_f8b0_2.jpg,226,10637,$59.99,USD,11.5 total hours,4.5816326,"Learn Python for data analysis & business intelligence, w/ real-world projects from a top Python data science instructor"
Python,932344,Data Analysis with Pandas and Python,https://www.udemy.com/course/data-analysis-with-pandas/,https://img-c.udemycdn.com/course/480x270/932344_e14a_2.jpg,Boris Paskhaver,https://img-c.udemycdn.com/user/100x100/7947666_5e30_4.jpg,141,209002,$74.99,USD,19.5 total hours,4.6504064,Analyze data quickly and easily with Python's powerful pandas library! All datasets included --- beginners welcome!
Python,1856076,The Complete Pandas Bootcamp 2025: Data Science with Python,https://www.udemy.com/course/the-pandas-bootcamp/,https://img-c.udemycdn.com/course/480x270/1856076_1957_11.jpg,Alexander Hagmann,https://img-c.udemycdn.com/user/100x100/43214534_b12c_3.jpg,360,28318,$74.99,USD,36.5 total hours,4.6538463,"Now with ChatGPT for Pandas, Online Exercises, Seaborn, Machine Learning. Fully Updated (Pandas 3.x) as of Sep 2024"
Python,3432302,"Data Analysts Toolbox: Excel, Python, Power BI, PivotTables",https://www.udemy.com/course/data-analysts-toolbox-excel-python-power-bi/,https://img-c.udemycdn.com/course/480x270/3432302_ed2c.jpg,Simon Sez IT,https://img-c.udemycdn.com/user/100x100/254593_efe3_5.jpg,262,16071,$74.99,USD,29 total hours,4.5815215,"Learn Advanced Pivot Tables, Power Query, Power Pivot, Power BI, and Python in this four-course bundle"
Python,6093253,AI-Agents: Automation & Business with LangChain & LLM Apps,https://www.udemy.com/course/ai-agents-automation-business-with-langchain-llm-apps/,https://img-c.udemycdn.com/course/480x270/6093253_63e0_4.jpg,Arnold Oberleiter,https://img-c.udemycdn.com/user/100x100/203783108_0403_4.jpg,74,11920,$19.99,USD,10 total hours,4.731964,"AI Agents with Node.js, Python, JavaScript, LangChain, LangGraph, GPT-4o, Llama, and RAG! Automate tasks, sell software"
Python,2337220,Learn Complete Python In Simple Way,https://www.udemy.com/course/learn-complete-python-tutorial-in-simple-way/,https://img-c.udemycdn.com/course/480x270/2337220_441a_4.jpg,DURGASOFT DURGA,https://img-c.udemycdn.com/user/100x100/69503326_efe7.jpg,422,25068,$64.99,USD,114 total hours,4.6962028,Direct Class Room Videos To give Left & Right Anywhere about Python 3 Concepts In Detail From Beginner to Expert Level
